what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516803961761
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516804017906
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516804108115
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516804114486
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516804170010
executed,command,org.eclipse.ui,3.109.0.v20170411-1742,"org.eclipse.ui.file.properties",1516804170072
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516804204175
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516804254138
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516804266637
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516804267552
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516804268466
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516804955943
activated,view,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.PackageExplorer",1516804959811
started,bundle,org.eclipse.debug.ui,3.12.0.v20170605-1534,"org.eclipse.debug.ui",1516804968755
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516804973232
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516804989949
opened,editor,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.CompilationUnitEditor",1516804990273
started,bundle,org.eclipse.jdt.debug,3.11.0.v20170510-1451,"org.eclipse.jdt.debug",1516804990756
started,bundle,org.eclipse.jdt.debug.ui,3.8.1.v20170826-0709,"org.eclipse.jdt.debug.ui",1516804991101
activated,editor,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.CompilationUnitEditor",1516804991148
executed,command,org.eclipse.ui,3.109.0.v20170411-1742,"org.eclipse.ui.edit.paste",1516804995222
executed,command,org.eclipse.ui,3.109.0.v20170411-1742,"org.eclipse.ui.file.save",1516805002867
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1516805003467
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1516805003589
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1516805003652
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1516805004025
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1516805004056
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516805004253
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516805008227
started,bundle,org.eclipse.m2e.launching,1.8.1.20170728-1531,"org.eclipse.m2e.launching",1516805009430
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516805010823
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516805022639
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516805023217
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516805024203
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516805025705
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516805041256
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516805042140
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516805746229
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516805942635
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516814167037
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516814167968
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1516814169624
closed,view,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.PackageExplorer",1516814169764
closed,view,org.eclipse.ui.console,3.7.1.v20170728-0806,"org.eclipse.ui.console.ConsoleView",1516814169827
closed,view,org.eclipse.ui.views,,"org.eclipse.ui.views.ContentOutline",1516814169858
closed,editor,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.CompilationUnitEditor",1516814169905
