what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517328794566
activated,view,org.eclipse.ui.console,3.7.1.v20170728-0806,"org.eclipse.ui.console.ConsoleView",1517328794618
activated,editor,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.CompilationUnitEditor",1517328804292
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517328826217
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517328835554
activated,view,org.eclipse.ui.console,3.7.1.v20170728-0806,"org.eclipse.ui.console.ConsoleView",1517328835608
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517328837365
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517329192470
activated,editor,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.CompilationUnitEditor",1517329311131
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517329314264
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517329444371
activated,editor,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.CompilationUnitEditor",1517329450156
activated,editor,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.CompilationUnitEditor",1517329450317
activated,editor,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.CompilationUnitEditor",1517329451287
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517329540532
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517329545968
activated,view,org.eclipse.ui.console,3.7.1.v20170728-0806,"org.eclipse.ui.console.ConsoleView",1517329545999
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517330865277
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517331686265
activated,editor,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.CompilationUnitEditor",1517331704481
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517332404990
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517332504454
executed,command,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1517332510828
executed,command,org.eclipse.ui,3.109.0.v20170411-1742,"org.eclipse.ui.file.saveAll",1517332606582
activated,editor,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.CompilationUnitEditor",1517332608202
executed,command,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1517332611874
executed,command,org.eclipse.ui,3.109.0.v20170411-1742,"org.eclipse.ui.file.save",1517332614280
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517332616248
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517332623660
activated,view,org.eclipse.ui.console,3.7.1.v20170728-0806,"org.eclipse.ui.console.ConsoleView",1517332623707
activated,editor,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.CompilationUnitEditor",1517332625959
executed,command,org.eclipse.ui,3.109.0.v20170411-1742,"org.eclipse.ui.file.save",1517332655159
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517332656633
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517332700705
activated,editor,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.CompilationUnitEditor",1517332711742
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517332714969
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517403144042
activated,view,org.eclipse.ui.console,3.7.1.v20170728-0806,"org.eclipse.ui.console.ConsoleView",1517403236563
activated,editor,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.CompilationUnitEditor",1517403257935
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517403343162
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517404424854
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517404426551
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517404515858
activated,view,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.PackageExplorer",1517404519697
started,bundle,org.eclipse.mylyn.context.ui,3.23.0.v20170414-0629,"org.eclipse.mylyn.context.ui",1517404519844
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517404525807
activated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517404535958
opened,editor,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.CompilationUnitEditor",1517404536271
activated,editor,org.eclipse.jdt.ui,3.13.1.v20170822-1011,"org.eclipse.jdt.ui.CompilationUnitEditor",1517404536432
deactivated,workbench,org.eclipse.ui.workbench,3.110.1.v20170704-1208,"",1517404540173
